date,amount,account_code,account_name,vendor,description,journal_ref
2024-01-30,25627.68,6010,Professional Fees,Hooli Inc,Maintenance work,JE-00679
2024-12-02,4532.48,6070,Travel & Entertainment,Soylent Foods,Vendor payment,JE-00636
2024-12-25,9600.0,6060,Marketing Expense,Northwind Co #2859,,JE-00785
2024-11-22,2209.07,4020,Service Revenue,Wayne Enterprises,Monthly invoice,JE-00039
2024-06-10,2483.83,4010,Sales Revenue,Initech LLC,Supplies purchase,JE-00253
2024-07-22,1400.0,6090,Office Supplies,Acme Supplies,Vendor payment,JE-00711
2024-03-15,4946.43,6080,Repairs & Maintenance,Vandelay Imports,Consulting fee,JE-00499
2024-08-26,4333.89,6010,Professional Fees,Acme Supplies,Maintenance work,JE-00228
2024-01-29,1123.58,4010,Sales Revenue,Stark Industries,Maintenance work,JE-00166
2024-11-24,9600.0,7010,Bank Fees,Apex Traders #9382,,JE-00726
2024-01-19,3893.78,6020,Software Subscriptions,Umbrella Co,Maintenance work,JE-00142
2024-06-10,1909.44,7010,Bank Fees,Initech LLC,Service charge,JE-00282
2024-01-16,4873.84,6070,Travel & Entertainment,Cyberdyne Systems,Reimbursement,JE-00007
2024-06-13,1955.06,4020,Service Revenue,Acme Supplies,Vendor payment,JE-00510
2024-12-23,6248.11,6040,Rent Expense,Wayne Enterprises,Equipment rental,JE-00331
2024-10-28,5016.11,6050,Utilities Expense,Beacon LLC #3777,Contract milestone,JE-00703
2024-04-16,2854.07,6070,Travel & Entertainment,Tyrell Corp,Supplies purchase,JE-00502
2024-10-16,755.18,5010,Cost of Goods Sold,Umbrella Co,Supplies purchase,JE-00493
2024-04-30,1350.56,6090,Office Supplies,Hooli Inc,Vendor payment,JE-00001
2024-07-05,9198.29,6030,Insurance Expense,Massive Dynamic,Supplies purchase,JE-00154
2024-06-22,9600.0,7010,Bank Fees,Cedar & Co #9381,,JE-00798
2024-05-27,1187.12,6090,Office Supplies,Soylent Foods,Contract milestone,JE-00258
2024-06-13,9923.74,4020,Service Revenue,Tyrell Corp,Reimbursement,JE-00709
2024-10-31,984.32,6090,Office Supplies,Soylent Foods,Equipment rental,JE-00585
2024-09-15,6358.05,6030,Insurance Expense,Initech LLC,Supplies purchase,JE-00674
2024-02-05,682.26,6090,Office Supplies,Massive Dynamic,Maintenance work,JE-00651
2024-12-21,9600.0,6070,Travel & Entertainment,Quantum Ventures #6733,,JE-00748
2024-08-15,3892.66,4010,Sales Revenue,Initech LLC,Supplies purchase,JE-00011
2024-02-06,1168.51,5010,Cost of Goods Sold,Cyberdyne Systems,Contract milestone,JE-00605
2024-10-29,4661.37,6070,Travel & Entertainment,Acme Supplies,Maintenance work,JE-00537
2024-12-25,4611.5,6070,Travel & Entertainment,Acme Supplies,Contract milestone,JE-00045
2024-10-16,3909.01,7010,Bank Fees,Globex Corp,Supplies purchase,JE-00631
2024-06-19,2278.7,6020,Software Subscriptions,Massive Dynamic,Subscription renewal,JE-00242
2024-03-12,7328.76,6050,Utilities Expense,Cyberdyne Systems,Reimbursement,JE-00532
2024-04-04,724.54,6090,Office Supplies,Umbrella Co,Supplies purchase,JE-00130
2024-05-24,1459.86,6090,Office Supplies,Soylent Foods,Supplies purchase,JE-00233
2024-12-31,4683.77,6040,Rent Expense,Massive Dynamic,Monthly invoice,JE-00250
2024-12-26,2200.0,6070,Travel & Entertainment,Tyrell Corp,Reimbursement,JE-00686
2024-10-31,4111.15,6070,Travel & Entertainment,Vandelay Imports,Subscription renewal,JE-00176
2024-09-18,7064.59,6050,Utilities Expense,Massive Dynamic,Contract milestone,JE-00010
2024-11-01,3474.44,7010,Bank Fees,Stark Industries,Consulting fee,JE-00020
2024-12-17,3624.33,7010,Bank Fees,Vandelay Imports,Vendor payment,JE-00577
2024-04-22,4545.6,6010,Professional Fees,Wayne Enterprises,Service charge,JE-00423
2024-04-17,4055.37,6070,Travel & Entertainment,Massive Dynamic,Maintenance work,JE-00292
2024-05-10,6000.69,6040,Rent Expense,Stark Industries,Reimbursement,JE-00655
2024-03-08,5321.94,6030,Insurance Expense,Massive Dynamic,Reimbursement,JE-00227
2024-02-05,3062.88,6040,Rent Expense,Cyberdyne Systems,Vendor payment,JE-00617
2024-08-20,3484.94,6040,Rent Expense,Massive Dynamic,Vendor payment,JE-00524
2024-01-17,1282.76,6060,Marketing Expense,Initech LLC,Maintenance work,JE-00383
2024-01-13,4800.0,6080,Repairs & Maintenance,Summit Holdings #3370,,JE-00787
2024-07-20,24000.0,6050,Utilities Expense,Brightway Group #5196,,JE-00741
2024-04-15,4015.82,7010,Bank Fees,Echo Services #3755,Subscription renewal,JE-00705
2024-04-08,2098.79,4020,Service Revenue,Tyrell Corp,Monthly invoice,JE-00248
2024-06-21,2582.26,4010,Sales Revenue,Soylent Foods,Monthly invoice,JE-00071
2024-07-10,5171.05,6010,Professional Fees,Soylent Foods,Subscription renewal,JE-00299
2024-10-16,3000.0,6080,Repairs & Maintenance,Cyberdyne Systems,Monthly invoice,JE-00678
2024-02-05,3041.83,6020,Software Subscriptions,Hooli Inc,Consulting fee,JE-00547
2024-08-09,830.27,6060,Marketing Expense,Wayne Enterprises,Service charge,JE-00377
2024-12-09,5458.28,6040,Rent Expense,Stark Industries,Service charge,JE-00278
2024-07-18,24250.0,5010,Cost of Goods Sold,Cyberdyne Systems,Contract milestone,JE-00706
2024-12-23,4305.5,7010,Bank Fees,Umbrella Co,Contract milestone,JE-00529
2024-12-09,798.44,6060,Marketing Expense,Hooli Inc,Monthly invoice,JE-00491
2024-05-13,3615.9,6050,Utilities Expense,Initech LLC,Equipment rental,JE-00393
2024-12-28,24000.0,6090,Office Supplies,Maple Holdings #5513,,JE-00756
2024-11-01,3838.91,7010,Bank Fees,Vandelay Imports,Equipment rental,JE-00581
2024-04-22,3011.2,6080,Repairs & Maintenance,Umbrella Co,Consulting fee,JE-00454
2024-12-31,24000.0,5010,Cost of Goods Sold,Summit Holdings #1565,,JE-00731
2024-07-16,4138.98,6080,Repairs & Maintenance,Cyberdyne Systems,Vendor payment,JE-00534
2024-03-01,5382.31,6030,Insurance Expense,Wayne Enterprises,Subscription renewal,JE-00656
2024-08-01,3968.93,6080,Repairs & Maintenance,Hooli Inc,Consulting fee,JE-00185
2024-12-24,9600.0,6030,Insurance Expense,Maple Holdings #5896,,JE-00746
2024-11-16,9600.0,6060,Marketing Expense,Maple Holdings #4860,,JE-00784
2024-10-30,3452.66,6020,Software Subscriptions,Soylent Foods,Subscription renewal,JE-00461
2024-03-14,729.55,5010,Cost of Goods Sold,Acme Supplies,Subscription renewal,JE-00290
2024-12-21,9600.0,6080,Repairs & Maintenance,Maple Holdings #9905,,JE-00715
2024-11-13,2590.45,6080,Repairs & Maintenance,Tyrell Corp,Vendor payment,JE-00180
2024-10-16,3972.11,6010,Professional Fees,Acme Supplies,Supplies purchase,JE-00064
2024-04-27,4800.0,6020,Software Subscriptions,Apex Traders #4921,,JE-00738
2024-07-24,1599.56,4020,Service Revenue,Massive Dynamic,Maintenance work,JE-00106
2024-07-03,1140.25,6090,Office Supplies,Globex Corp,Monthly invoice,JE-00434
2024-12-06,1268.13,4020,Service Revenue,Umbrella Co,Vendor payment,JE-00575
2024-01-30,3390.87,6010,Professional Fees,Cyberdyne Systems,Maintenance work,JE-00257
2024-01-12,804.09,6060,Marketing Expense,Globex Corp,Vendor payment,JE-00215
2024-10-09,5804.57,6040,Rent Expense,Soylent Foods,Service charge,JE-00070
2024-04-16,3356.86,6010,Professional Fees,Umbrella Co,Service charge,JE-00191
2024-08-19,949.2,6090,Office Supplies,Vandelay Imports,Supplies purchase,JE-00314
2024-11-03,24000.0,6080,Repairs & Maintenance,Vista Trading Co #6877,,JE-00720
2024-02-28,6282.1,6050,Utilities Expense,Umbrella Co,Monthly invoice,JE-00518
2024-05-15,964.97,5010,Cost of Goods Sold,Globex Corp,Supplies purchase,JE-00226
2024-04-02,1010.56,6090,Office Supplies,Umbrella Co,Reimbursement,JE-00619
2024-11-25,4622.9,6080,Repairs & Maintenance,Stark Industries,Vendor payment,JE-00319
2024-11-11,6262.15,6050,Utilities Expense,Soylent Foods,Equipment rental,JE-00235
2024-12-17,2911.06,6070,Travel & Entertainment,Vandelay Imports,Maintenance work,JE-00404
2024-06-28,4853.38,6010,Professional Fees,Wayne Enterprises,Equipment rental,JE-00409
2024-07-29,5085.31,6030,Insurance Expense,Stark Industries,Subscription renewal,JE-00446
2024-08-16,3731.14,7010,Bank Fees,Stark Industries,Equipment rental,JE-00530
2024-09-17,1110.41,6090,Office Supplies,Soylent Foods,Equipment rental,JE-00463
2024-09-26,5665.77,6050,Utilities Expense,Tyrell Corp,Supplies purchase,JE-00601
2024-07-17,6781.01,6030,Insurance Expense,Stark Industries,Contract milestone,JE-00470
2024-10-10,2181.93,6070,Travel & Entertainment,Vandelay Imports,Reimbursement,JE-00081
2024-01-27,5871.73,6040,Rent Expense,Tyrell Corp,Supplies purchase,JE-00694
2024-05-16,6860.05,6030,Insurance Expense,Globex Corp,Service charge,JE-00157
2024-10-31,4399.89,6080,Repairs & Maintenance,Globex Corp,Consulting fee,JE-00445
2024-06-26,4654.51,6010,Professional Fees,Massive Dynamic,Maintenance work,JE-00391
2024-07-10,4743.47,6020,Software Subscriptions,Hooli Inc,Equipment rental,JE-00211
2024-08-21,3341.19,4010,Sales Revenue,Globex Corp,Supplies purchase,JE-00097
2024-07-23,4445.44,6040,Rent Expense,Cyberdyne Systems,Contract milestone,JE-00414
2024-04-10,2852.82,4010,Sales Revenue,Massive Dynamic,Service charge,JE-00396
2024-09-09,2269.78,7010,Bank Fees,Stark Industries,Consulting fee,JE-00613
2024-09-23,916.42,6060,Marketing Expense,Umbrella Co,Vendor payment,JE-00628
2024-09-12,5676.55,6040,Rent Expense,Initech LLC,Reimbursement,JE-00388
2024-10-15,868.39,6060,Marketing Expense,Vandelay Imports,Reimbursement,JE-00146
2024-07-03,4943.48,6030,Insurance Expense,Wayne Enterprises,Subscription renewal,JE-00341
2024-06-26,5207.97,6040,Rent Expense,Hooli Inc,Maintenance work,JE-00506
2024-02-27,5985.88,6030,Insurance Expense,Stark Industries,Contract milestone,JE-00394
2024-07-03,4584.87,6040,Rent Expense,Cyberdyne Systems,Consulting fee,JE-00054
2024-01-19,4421.9,6010,Professional Fees,Cyberdyne Systems,Consulting fee,JE-00621
2024-03-28,1083.97,6060,Marketing Expense,Wayne Enterprises,,JE-00662
2024-05-04,24000.0,7010,Bank Fees,Maple Holdings #1079,,JE-00753
2024-03-01,3358.31,6070,Travel & Entertainment,Umbrella Co,Maintenance work,JE-00322
2024-04-09,6119.18,6040,Rent Expense,Initech LLC,Consulting fee,JE-00606
2024-04-17,7950.69,6040,Rent Expense,Initech LLC,Reimbursement,JE-00561
2024-11-27,2194.17,4020,Service Revenue,Vandelay Imports,Subscription renewal,JE-00061
2024-05-31,1169.83,6090,Office Supplies,Tyrell Corp,Subscription renewal,JE-00084
2024-12-31,24000.0,6050,Utilities Expense,Brightway Group #4440,,JE-00728
2024-02-02,1107.14,6090,Office Supplies,Acme Supplies,Equipment rental,JE-00432
2024-10-22,6371.0,6050,Utilities Expense,Stark Industries,Maintenance work,JE-00642
2024-08-23,5164.71,6050,Utilities Expense,Stark Industries,Maintenance work,JE-00626
2024-02-02,7201.03,6040,Rent Expense,Umbrella Co,Service charge,JE-00560
2024-01-15,1428.7,4020,Service Revenue,Soylent Foods,Service charge,JE-00360
2024-12-11,1980.2,6080,Repairs & Maintenance,Massive Dynamic,Consulting fee,JE-00629
2024-01-26,3327.24,6070,Travel & Entertainment,Wayne Enterprises,Vendor payment,JE-00053
2024-05-02,5570.75,6030,Insurance Expense,Wayne Enterprises,Equipment rental,JE-00398
2024-05-16,847.05,5010,Cost of Goods Sold,Massive Dynamic,Reimbursement,JE-00479
2024-02-29,1311.95,6060,Marketing Expense,Umbrella Co,Service charge,JE-00652
2024-07-05,1567.48,5010,Cost of Goods Sold,Acme Supplies,Subscription renewal,JE-00280
2024-02-23,762.53,6090,Office Supplies,Globex Corp,Monthly invoice,JE-00239
2024-08-13,4801.8,6030,Insurance Expense,Hooli Inc,Service charge,JE-00536
2024-06-06,7274.71,6030,Insurance Expense,Wayne Enterprises,,JE-00668
2024-04-15,5127.8,6030,Insurance Expense,Globex Corp,Monthly invoice,JE-00008
2024-12-05,1300.0,6070,Travel & Entertainment,Tyrell Corp,Consulting fee,JE-00707
2024-01-03,2189.42,6040,Rent Expense,Umbrella Co,Supplies purchase,JE-00634
2024-07-24,2700.48,7010,Bank Fees,Acme Supplies,Service charge,JE-00295
2024-10-02,6762.02,6010,Professional Fees,Massive Dynamic,Consulting fee,JE-00082
2024-02-10,4800.0,5010,Cost of Goods Sold,Quantum Ventures #2682,,JE-00723
2024-02-06,1641.24,5010,Cost of Goods Sold,Wayne Enterprises,Subscription renewal,JE-00542
2024-01-30,12852.57,4010,Sales Revenue,Umbrella Co,Service charge,JE-00675
2024-11-23,4800.0,6080,Repairs & Maintenance,Pinecone Partners #6050,,JE-00795
2024-06-11,1186.28,6090,Office Supplies,Wayne Enterprises,Contract milestone,JE-00540
2024-12-17,1229.77,5010,Cost of Goods Sold,Wayne Enterprises,Vendor payment,JE-00368
2024-01-11,2700.53,6020,Software Subscriptions,Vandelay Imports,Equipment rental,JE-00134
2024-02-07,3930.12,6070,Travel & Entertainment,Redrock LLC #3587,Service charge,JE-00681
2024-08-29,5682.24,6050,Utilities Expense,Hooli Inc,Contract milestone,JE-00009
2024-09-24,7188.36,6030,Insurance Expense,Acme Supplies,Contract milestone,JE-00291
2024-01-04,3393.05,6080,Repairs & Maintenance,Vandelay Imports,Service charge,JE-00094
2024-04-22,823.57,6090,Office Supplies,Initech LLC,Service charge,JE-00473
2024-12-24,2387.22,6010,Professional Fees,Stark Industries,Equipment rental,JE-00558
2024-08-25,24000.0,6010,Professional Fees,Cedar & Co #2786,,JE-00765
2024-03-18,3480.45,6020,Software Subscriptions,Cyberdyne Systems,Monthly invoice,JE-00527
2024-10-27,5150.03,6010,Professional Fees,Vandelay Imports,Monthly invoice,JE-00659
2024-03-20,1139.54,6090,Office Supplies,Umbrella Co,Monthly invoice,JE-00485
2024-04-11,1191.47,6060,Marketing Expense,Initech LLC,Consulting fee,JE-00480
2024-04-05,3227.91,4010,Sales Revenue,Hooli Inc,Reimbursement,JE-00597
2024-02-15,1911.29,4020,Service Revenue,Stark Industries,Subscription renewal,JE-00492
2024-01-12,4391.76,6070,Travel & Entertainment,Globex Corp,Service charge,JE-00503
2024-08-08,1033.33,6090,Office Supplies,Cyberdyne Systems,Vendor payment,JE-00359
2024-05-28,1406.79,4020,Service Revenue,Soylent Foods,Consulting fee,JE-00357
2024-03-04,4080.6,6070,Travel & Entertainment,Soylent Foods,Equipment rental,JE-00133
